id,basisOfRecord,occurrenceid,scientificname,family,locality,countrycode,barcode,STATION,day,month,year,decimal_latitude,decimal_longitude
51053,preservedSpecimen,urn:mrbif:ens:hnm:51053,Dactyloctenium aegyptium (L.) P. Beauv.,Gramineae,Kaedi,MR,HNM00893,"E.N.F.V.A. ,  Zone des cultures",23,10,1972,16.1465300637225,-13.5047391609149
51054,preservedSpecimen,urn:mrbif:ens:hnm:51054,Eragrostis cilianensis Link ex Lutati,Gramineae,Rindiao,MR,HNM00894,Station IFAC,9,10,1972,16.1402858146709,-13.5799990026909
51055,preservedSpecimen,urn:mrbif:ens:hnm:51055,Echinochloa stagnina (Retz.) P.Beauv.,Gramineae,Kaedi,MR,HNM00895,Entre Kaédi et Seyyène oualo zone cultivée,23,10,1972,16.1465300637225,-13.5047391609149
51056,preservedSpecimen,urn:mrbif:ens:hnm:51056,Panicum acrotrichum Hook.f.,Gramineae,Kaedi,MR,HNM00896,Entre Kaédi et Seyyène oualo zone cultivée,26,10,1972,16.1465300637225,-13.5047391609149
51057,preservedSpecimen,urn:mrbif:ens:hnm:51057,Sporobolus africanus (Poir.) Robyns & Tournay,Gramineae,Rindiao,MR,HNM00897,Station IFAC,9,10,1972,16.1402858146709,-13.5799990026909
51058,preservedSpecimen,urn:mrbif:ens:hnm:51058,Schoenefeldia gracilis Kunth,Gramineae,Monguel,MR,HNM00898,"Hôdio Révo Oudio,",27,10,1972,16.4236069516885,-13.140870434519
51059,preservedSpecimen,urn:mrbif:ens:hnm:51059,Elythrophorus spicatus A. Camus,Gramineae,Rindiao,MR,HNM00899,Périmétre irriguée FAO,30,10,1972,16.1402858146709,-13.5799990026909
51060,preservedSpecimen,urn:mrbif:ens:hnm:51060,Aristida adscensionis L.,Gramineae,Rindiao,MR,HNM00900,Station IFAC,9,10,1972,16.1402858146709,-13.5799990026909
51061,preservedSpecimen,urn:mrbif:ens:hnm:51061,Pennisetum pedicellatum Trin.,Gramineae,Rindiao,MR,HNM00901,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51062,preservedSpecimen,urn:mrbif:ens:hnm:51062,Panicum,Gramineae,Rindiao,MR,HNM00902,Station IFAC,9,10,1972,16.1402858146709,-13.5799990026909
51063,preservedSpecimen,urn:mrbif:ens:hnm:51063,Chloris pilosa Schumach.,Gramineae,Monguel,MR,HNM00903,"Hôdio Révo Oudio, Laddé Mbidâne",27,10,1972,16.4236069516885,-13.140870434519
51064,preservedSpecimen,urn:mrbif:ens:hnm:51064,Aristida adscensionis L.,Gramineae,Rindiao,MR,HNM00904,Station IFAC,9,10,1972,16.1402858146709,-13.5799990026909
51065,preservedSpecimen,urn:mrbif:ens:hnm:51065,Pennisetum pedicellatum Trin.,Gramineae,Rindiao,MR,HNM00905,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51066,preservedSpecimen,urn:mrbif:ens:hnm:51066,Indéterminé : indéterminée,Indéterminé,Monguel,MR,HNM00906,"Hôdio Révo Oudio, Laddé Mbidâne",27,10,1972,16.4236069516885,-13.140870434519
51067,preservedSpecimen,urn:mrbif:ens:hnm:51067,Chloris pilosa Schumach.,Gramineae,Lekseiba,MR,HNM00907,Entre Lekseiba et Monguel,27,10,1972,16.2158426947266,-13.1449340828173
51068,preservedSpecimen,urn:mrbif:ens:hnm:51068,Indéterminé : indéterminée,Indéterminé,Monguel,MR,HNM00908,"Hôdio Révo Oudio,",27,10,1972,16.4236069516885,-13.140870434519
51069,preservedSpecimen,urn:mrbif:ens:hnm:51069,Cynodon dactylon (L.) Pers.,Gramineae,Rindiao,MR,HNM00909,Station IFAC,7,11,1972,16.1402858146709,-13.5799990026909
51070,preservedSpecimen,urn:mrbif:ens:hnm:51070,Paspalum scrobiculatum L.,Gramineae,Rindiao,MR,HNM00910,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51071,preservedSpecimen,urn:mrbif:ens:hnm:51071,Urochloa trichopus Stapf,Gramineae,Rindiao,MR,HNM00911,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51072,preservedSpecimen,urn:mrbif:ens:hnm:51072,Sporobolus africanus (Poir.) Robyns & Tournay,Gramineae,Rindiao,MR,HNM00912,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51073,preservedSpecimen,urn:mrbif:ens:hnm:51073,Elionurus elegans Kunth,Gramineae,Rindiao,MR,HNM00913,Station IFAC,7,11,1972,16.1402858146709,-13.5799990026909
51074,preservedSpecimen,urn:mrbif:ens:hnm:51074,Eragrostis ciliaris (L.) R.Br.,Gramineae,Rindiao,MR,HNM00914,Station IFAC,9,10,1972,16.1402858146709,-13.5799990026909
51075,preservedSpecimen,urn:mrbif:ens:hnm:51075,Schoenefeldia gracilis Kunth,Gramineae,Rindiao,MR,HNM00915,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51076,preservedSpecimen,urn:mrbif:ens:hnm:51076,Dactyloctenium aegyptium (L.) P. Beauv.,Gramineae,Rindiao,MR,HNM00916,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51077,preservedSpecimen,urn:mrbif:ens:hnm:51077,Eragrostis ciliaris (L.) R.Br.,Gramineae,Rindiao,MR,HNM00917,Station IFAC,9,10,1972,16.1402858146709,-13.5799990026909
51078,preservedSpecimen,urn:mrbif:ens:hnm:51078,Eragrostis,Gramineae,Rindiao,MR,HNM00918,Station IFAC,7,11,1972,16.1402858146709,-13.5799990026909
51079,preservedSpecimen,urn:mrbif:ens:hnm:51079,Ischaemum rugosum Salisb.,Gramineae,Rindiao,MR,HNM00919,Périmétre irriguée FAO,13,11,1972,16.1402858146709,-13.5799990026909
51080,preservedSpecimen,urn:mrbif:ens:hnm:51080,Eragrostis tremula Hochst.,Gramineae,Rindiao,MR,HNM00920,Station IFAC,9,10,1972,16.1402858146709,-13.5799990026909
51081,preservedSpecimen,urn:mrbif:ens:hnm:51081,Eragrostis diplanoides Steud.,Gramineae,Rindiao,MR,HNM00921,Station IFAC,15,11,1972,16.1402858146709,-13.5799990026909
51082,preservedSpecimen,urn:mrbif:ens:hnm:51082,Eleusine indica (L.) Gaertn.,Gramineae,Rindiao,MR,HNM00922,Station IFAC,12,10,1972,16.1402858146709,-13.5799990026909
51083,preservedSpecimen,urn:mrbif:ens:hnm:51083,Panicum,Gramineae,Rindiao,MR,HNM00923,Station IFAC,12,10,1972,16.1402858146709,-13.5799990026909
51084,preservedSpecimen,urn:mrbif:ens:hnm:51084,Fuirena umbellata Rottb.,Cyperaceae,Rindiao,MR,HNM00924,Station IFAC,15,11,1972,16.1402858146709,-13.5799990026909
51085,preservedSpecimen,urn:mrbif:ens:hnm:51085,Echinochloa stagnina (Retz.) P.Beauv.,Gramineae,Rindiao,MR,HNM00925,Station IFAC,16,11,1972,16.1402858146709,-13.5799990026909
51086,preservedSpecimen,urn:mrbif:ens:hnm:51086,Brachiaria ramosa (Linn.) Stapf,Gramineae,Kaedi,MR,HNM00926,Piste Kaédi - Lekseiba,27,10,1972,16.1465300637225,-13.5047391609149
51087,preservedSpecimen,urn:mrbif:ens:hnm:51087,Panicum laetum Kunth,Gramineae,Kaedi,MR,HNM00927,Piste Kaédi - Lekseiba,27,10,1972,16.1465300637225,-13.5047391609149
51088,preservedSpecimen,urn:mrbif:ens:hnm:51088,Panicum anabaptistum Steud.,Gramineae,Kaedi,MR,HNM00928,Piste Kaédi - Lekseiba,27,10,1972,16.1465300637225,-13.5047391609149
51089,preservedSpecimen,urn:mrbif:ens:hnm:51089,Aristida stipoïdes Lam.,Gramineae,Monguel,MR,HNM00929,"Hôdio Révo Oudio, Laddé Mbidâne",27,10,1972,16.4236069516885,-13.140870434519
51090,preservedSpecimen,urn:mrbif:ens:hnm:51090,Cenchrus biflorus Roxb.,Gramineae,Rindiao,MR,HNM00930,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51091,preservedSpecimen,urn:mrbif:ens:hnm:51091,Digitaria abyssinica (Hochst. ex A.Rich.) Stapf,Gramineae,Rindiao,MR,HNM00931,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51092,preservedSpecimen,urn:mrbif:ens:hnm:51092,Chloris prieurii Kunth,Gramineae,Rindiao,MR,HNM00932,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51093,preservedSpecimen,urn:mrbif:ens:hnm:51093,Cymbopogon schoenanthus (L.) Spreng.,Gramineae,Monguel,MR,HNM00933,"Hôdio Révo Oudio,",27,10,1972,16.4236069516885,-13.140870434519
51094,preservedSpecimen,urn:mrbif:ens:hnm:51094,Andropogon pinguipes Stapf,Gramineae,Monguel,MR,HNM00934,"Hôdio Révo Oudio,",27,10,1972,16.4236069516885,-13.140870434519
51095,preservedSpecimen,urn:mrbif:ens:hnm:51095,Elionurus elegans Kunth,Gramineae,Monguel,MR,HNM00935,"Hôdio Révo Oudio,",27,10,1972,16.4236069516885,-13.140870434519
51096,preservedSpecimen,urn:mrbif:ens:hnm:51096,Tetrapogon cenchriformis (Rich.) Clayton,Gramineae,Monguel,MR,HNM00936,"Hôdio Révo Oudio,",27,10,1972,16.4236069516885,-13.140870434519
51097,preservedSpecimen,urn:mrbif:ens:hnm:51097,Schizachyrium exile Stapf,Gramineae,Rindiao,MR,HNM00937,Station IFAC,7,11,1972,16.1402858146709,-13.5799990026909
51098,preservedSpecimen,urn:mrbif:ens:hnm:51098,Indigofera secundiflora Poir.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00938,Station IFAC,16,11,1972,16.1402858146709,-13.5799990026909
51099,preservedSpecimen,urn:mrbif:ens:hnm:51099,Cyamopsis senegalensis Guill. & Perr.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00939,Station IFAC,16,11,1972,16.1402858146709,-13.5799990026909
51100,preservedSpecimen,urn:mrbif:ens:hnm:51100,Sesbania rostrata Brem.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00940,Station IFAC,16,11,1972,16.1402858146709,-13.5799990026909
51101,preservedSpecimen,urn:mrbif:ens:hnm:51101,Indigofera pilosa Poir.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00941,Station IFAC,7,11,1972,16.1402858146709,-13.5799990026909
51102,preservedSpecimen,urn:mrbif:ens:hnm:51102,Indigofera diphylla Vent.,Leguminosae-Papilionoideae,Kaedi,MR,HNM00942,"E.N.F.V.A. ,  Zone des cultures",23,10,1972,16.1465300637225,-13.5047391609149
51103,preservedSpecimen,urn:mrbif:ens:hnm:51103,Indigofera sufrituticosa Mill.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00943,Station IFAC,15,11,1972,16.1402858146709,-13.5799990026909
51104,preservedSpecimen,urn:mrbif:ens:hnm:51104,Crotalaria perrottetii D.C.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00944,Station IFAC,15,11,1972,16.1402858146709,-13.5799990026909
51105,preservedSpecimen,urn:mrbif:ens:hnm:51105,Cassia absus L.,Leguminosae-Caesalpinioideae,Rindiao,MR,HNM00945,Station IFAC,15,11,1972,16.1402858146709,-13.5799990026909
51106,preservedSpecimen,urn:mrbif:ens:hnm:51106,Indigofera sufrituticosa Mill.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00946,Périmétre irriguée FAO,13,11,1972,16.1402858146709,-13.5799990026909
51107,preservedSpecimen,urn:mrbif:ens:hnm:51107,Indigofera diphylla Vent.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00947,Station IFAC,17,11,1972,16.1402858146709,-13.5799990026909
51108,preservedSpecimen,urn:mrbif:ens:hnm:51108,Tephrosia bracteolata Guill. & Perr.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00948,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51109,preservedSpecimen,urn:mrbif:ens:hnm:51109,Indigofera senegalensis Lam.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00949,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51110,preservedSpecimen,urn:mrbif:ens:hnm:51110,Tephrosia elegans Schum.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00950,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51111,preservedSpecimen,urn:mrbif:ens:hnm:51111,Tephrosia uniflora Pers.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00951,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51112,preservedSpecimen,urn:mrbif:ens:hnm:51112,Crotalaria podocarpa D.C.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00952,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51113,preservedSpecimen,urn:mrbif:ens:hnm:51113,Indigofera astragalina D.C.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00953,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51114,preservedSpecimen,urn:mrbif:ens:hnm:51114,Aeschynomene indica L.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00954,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51115,preservedSpecimen,urn:mrbif:ens:hnm:51115,Indigofera aspera Perr. ex DC.,Leguminosae-Papilionoideae,Kaedi,MR,HNM00955,"E.N.F.V.A. ,  Zone des cultures",23,10,1972,16.1465300637225,-13.5047391609149
51116,preservedSpecimen,urn:mrbif:ens:hnm:51116,Tephrosia purpurea (L.) Pers.,Leguminosae-Papilionoideae,Kaedi,MR,HNM00956,"E.N.F.V.A. ,  Zone des cultures",6,10,1972,16.1465300637225,-13.5047391609149
51117,preservedSpecimen,urn:mrbif:ens:hnm:51117,Tephrosia purpurea (L.) Pers.,Leguminosae-Papilionoideae,Kaedi,MR,HNM00957,"E.N.F.V.A. ,  Zone des cultures",6,10,1972,16.1465300637225,-13.5047391609149
51118,preservedSpecimen,urn:mrbif:ens:hnm:51118,Alysicarpus ovalifolius (Schum.) J.Léonard,Leguminosae-Papilionoideae,Monguel,MR,HNM00958,"Hôdio Révo Oudio, Laddé Mbidâne",27,10,1972,16.4236069516885,-13.140870434519
51119,preservedSpecimen,urn:mrbif:ens:hnm:51119,Indigofera aspera Perr. ex DC.,Leguminosae-Papilionoideae,Monguel,MR,HNM00959,"Hôdio Révo Oudio, Laddé Mbidâne",27,10,1972,16.4236069516885,-13.140870434519
51120,preservedSpecimen,urn:mrbif:ens:hnm:51120,Indigofera oblongifolia Forsk.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00960,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51121,preservedSpecimen,urn:mrbif:ens:hnm:51121,Indigofera aspera Perr. ex DC.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00961,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51122,preservedSpecimen,urn:mrbif:ens:hnm:51122,Indigofera aspera Perr. ex DC.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00962,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51123,preservedSpecimen,urn:mrbif:ens:hnm:51123,Zornia glochidiata Reichb. ex DC.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00963,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51124,preservedSpecimen,urn:mrbif:ens:hnm:51124,Alysicarpus ovalifolius (Schum.) J.Léonard,Leguminosae-Papilionoideae,Rindiao,MR,HNM00964,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51125,preservedSpecimen,urn:mrbif:ens:hnm:51125,Sesbania leptocarpa DC.,Leguminosae-Papilionoideae,Rindiao,MR,HNM00965,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51126,preservedSpecimen,urn:mrbif:ens:hnm:51126,Cassia nigricans Vahl,Leguminosae-Caesalpinioideae,Rindiao,MR,HNM00966,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51127,preservedSpecimen,urn:mrbif:ens:hnm:51127,Pterocarpus lucens Lepr. ex Guill. & Perr.,Leguminosae-Papilionoideae,Monguel,MR,HNM00967,"Hôdio Révo Oudio,",27,10,1972,16.4236069516885,-13.140870434519
51128,preservedSpecimen,urn:mrbif:ens:hnm:51128,Cassia mimosoides L.,Leguminosae-Caesalpinioideae,Rindiao,MR,HNM00968,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51129,preservedSpecimen,urn:mrbif:ens:hnm:51129,Cassia mimosoides L.,Leguminosae-Caesalpinioideae,Rindiao,MR,HNM00969,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51130,preservedSpecimen,urn:mrbif:ens:hnm:51130,Cassia occidentalis L.,Leguminosae-Caesalpinioideae,Rindiao,MR,HNM00970,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51131,preservedSpecimen,urn:mrbif:ens:hnm:51131,Tribulus terrestris L.,Zygophyllaceae,Rindiao,MR,HNM00971,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51132,preservedSpecimen,urn:mrbif:ens:hnm:51132,Tribulus terrestris L.,Zygophyllaceae,Rindiao,MR,HNM00972,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51133,preservedSpecimen,urn:mrbif:ens:hnm:51133,Tribulus terrestris L.,Zygophyllaceae,Rindiao,MR,HNM00973,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51134,preservedSpecimen,urn:mrbif:ens:hnm:51134,Achyranthes argentea Lam.,Amaranthaceae,Kaedi,MR,HNM00974,"E.N.F.V.A. ,  Zone des cultures",18,10,1972,16.1465300637225,-13.5047391609149
51135,preservedSpecimen,urn:mrbif:ens:hnm:51135,Amaranthus graecizans L.,Amaranthaceae,Rindiao,MR,HNM00975,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51136,preservedSpecimen,urn:mrbif:ens:hnm:51136,Amaranthus graecizans L.,Amaranthaceae,Rindiao,MR,HNM00976,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51137,preservedSpecimen,urn:mrbif:ens:hnm:51137,Amaranthus graecizans L.,Amaranthaceae,Rindiao,MR,HNM00977,Berge du fleuve Sénégal,3,11,1972,16.1402858146709,-13.5799990026909
51138,preservedSpecimen,urn:mrbif:ens:hnm:51138,Alternanthera nodiflora R.Br.,Amaranthaceae,Rindiao,MR,HNM00978,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51139,preservedSpecimen,urn:mrbif:ens:hnm:51139,Pupalia lappacea (L.) Juss.,Amaranthaceae,Rindiao,MR,HNM00979,Station IFAC,7,11,1972,16.1402858146709,-13.5799990026909
51140,preservedSpecimen,urn:mrbif:ens:hnm:51140,Amaranthus viridis L.,Amaranthaceae,Rindiao,MR,HNM00980,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51141,preservedSpecimen,urn:mrbif:ens:hnm:51141,Physalis angulata L.,Solanaceae,Rindiao,MR,HNM00981,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51142,preservedSpecimen,urn:mrbif:ens:hnm:51142,Polygonum prostratum (Forsk.) Asch. & Schweinf,Polygonaceae,Kaedi,MR,HNM00982,"E.N.F.V.A. ,  Zone des cultures",25,10,1972,16.1465300637225,-13.5047391609149
51143,preservedSpecimen,urn:mrbif:ens:hnm:51143,Polygala erioptera DC.,Polygalaceae,Rindiao,MR,HNM00983,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51144,preservedSpecimen,urn:mrbif:ens:hnm:51144,Polygala erioptera DC.,Polygalaceae,Rindiao,MR,HNM00984,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51145,preservedSpecimen,urn:mrbif:ens:hnm:51145,Cleome viscosa L.,Capparaceae,Rindiao,MR,HNM00985,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51146,preservedSpecimen,urn:mrbif:ens:hnm:51146,Gynandropsis gynandra (L.) Briq.,Capparaceae,Kaedi,MR,HNM00986,"E.N.F.V.A. ,  Zone des cultures",23,10,1972,16.1465300637225,-13.5047391609149
51147,preservedSpecimen,urn:mrbif:ens:hnm:51147,Gynandropsis gynandra (L.) Briq.,Capparaceae,Rindiao,MR,HNM00987,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51148,preservedSpecimen,urn:mrbif:ens:hnm:51148,Boscia senegalensis (Pers.) Lam. ex Poir.,Capparaceae,Monguel,MR,HNM00988,"Hôdio Révo Oudio,",27,10,1972,16.4236069516885,-13.140870434519
51149,preservedSpecimen,urn:mrbif:ens:hnm:51149,Cleome monophylla L.,Capparaceae,Monguel,MR,HNM00989,"Hôdio Révo Oudio, Laddé Mbidâne",27,10,1972,16.4236069516885,-13.140870434519
51150,preservedSpecimen,urn:mrbif:ens:hnm:51150,Cleome monophylla L.,Capparaceae,Rindiao,MR,HNM00990,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51151,preservedSpecimen,urn:mrbif:ens:hnm:51151,Guiera senegalensis J.F.Gmel.,Combretaceae,Monguel,MR,HNM00991,"Hôdio Révo Oudio,",27,10,1972,16.4236069516885,-13.140870434519
51152,preservedSpecimen,urn:mrbif:ens:hnm:51152,Guiera senegalensis J.F.Gmel.,Combretaceae,Monguel,MR,HNM00992,"Hôdio Révo Oudio,",27,10,1972,16.4236069516885,-13.140870434519
51153,preservedSpecimen,urn:mrbif:ens:hnm:51153,Grangea maderaspatana (L.) Poir.,Compositae,Kaedi,MR,HNM00993,Entre Kaédi et Seyyène,26,10,1972,16.1465300637225,-13.5047391609149
51154,preservedSpecimen,urn:mrbif:ens:hnm:51154,Grangea maderaspatana (L.) Poir.,Compositae,Rosso,MR,HNM00994,"TIN YEDDIR, piste Rosso - Nderbéguéhé",4,10,1972,16.510278,-15.914167
51155,preservedSpecimen,urn:mrbif:ens:hnm:51155,Eclipta prostrata (L.) L.,Compositae,Rindiao,MR,HNM00995,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51156,preservedSpecimen,urn:mrbif:ens:hnm:51156,Grangea maderaspatana (L.) Poir.,Compositae,Rindiao,MR,HNM00996,Station IFAC,7,11,1972,16.1402858146709,-13.5799990026909
51157,preservedSpecimen,urn:mrbif:ens:hnm:51157,Pulicaria crispa (Forssk.) Oliv.,Compositae,Rindiao,MR,HNM00997,Station IFAC,6,11,1972,16.1402858146709,-13.5799990026909
51158,preservedSpecimen,urn:mrbif:ens:hnm:51158,Centaurea perrottetii DC.,Compositae,Kaedi,MR,HNM00998,"E.N.F.V.A. ,  Zone des cultures",23,10,1972,16.1465300637225,-13.5047391609149
51159,preservedSpecimen,urn:mrbif:ens:hnm:51159,Merremia pinnata (Hochst. ex Choisy) Hallier f.,Convolvulaceae,Rindiao,MR,HNM00999,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51160,preservedSpecimen,urn:mrbif:ens:hnm:51160,Merremia pinnata (Hochst. ex Choisy) Hallier f.,Convolvulaceae,Rindiao,MR,HNM01000,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51161,preservedSpecimen,urn:mrbif:ens:hnm:51161,Ipomoea vagans Baker,Convolvulaceae,Rindiao,MR,HNM01001,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51162,preservedSpecimen,urn:mrbif:ens:hnm:51162,Ipomoea asarifolia (Desr.) Roem. & Schult.,Convolvulaceae,Rindiao,MR,HNM01002,Station IFAC,7,11,1972,16.1402858146709,-13.5799990026909
51163,preservedSpecimen,urn:mrbif:ens:hnm:51163,Ipomoea pes-tigridis L.,Convolvulaceae,Rindiao,MR,HNM01003,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51164,preservedSpecimen,urn:mrbif:ens:hnm:51164,Jacquemontia tamnifolia (L.) Griseb.,Convolvulaceae,Rindiao,MR,HNM01004,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51165,preservedSpecimen,urn:mrbif:ens:hnm:51165,Evolvulus alsinoides (L.) L.,Convolvulaceae,Rindiao,MR,HNM01005,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51166,preservedSpecimen,urn:mrbif:ens:hnm:51166,Ipomoea kotschyana Hochst. ex Choisy,Convolvulaceae,Kaedi,MR,HNM01006,"E.N.F.V.A. ,  Zone des cultures",23,10,1972,16.1465300637225,-13.5047391609149
51167,preservedSpecimen,urn:mrbif:ens:hnm:51167,Ipomoea eriocarpa R.Br.,Convolvulaceae,Rindiao,MR,HNM01007,Station IFAC,16,10,1972,16.1402858146709,-13.5799990026909
51168,preservedSpecimen,urn:mrbif:ens:hnm:51168,Ipomoea coptica (L.) Roth ex Roem. & Schult.,Convolvulaceae,Rindiao,MR,HNM01008,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51169,preservedSpecimen,urn:mrbif:ens:hnm:51169,Ipomoea coptica (L.) Roth ex Roem. & Schult.,Convolvulaceae,Rindiao,MR,HNM01009,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51170,preservedSpecimen,urn:mrbif:ens:hnm:51170,Ipomoea aitonii Lindl.,Convolvulaceae,Rindiao,MR,HNM01010,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51171,preservedSpecimen,urn:mrbif:ens:hnm:51171,Ipomoea aitonii Lindl.,Convolvulaceae,Rindiao,MR,HNM01011,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51172,preservedSpecimen,urn:mrbif:ens:hnm:51172,Cucumis melo L. var. agrestis Naud.,Cucurbitaceae,Kaedi,MR,HNM01012,Entre Kaédi et Seyyène,26,10,1972,16.1465300637225,-13.5047391609149
51173,preservedSpecimen,urn:mrbif:ens:hnm:51173,Ipomoea aquatica Forssk.,Convolvulaceae,Kaedi,MR,HNM01013,Entre Kaédi et Seyyène,26,10,1972,16.1465300637225,-13.5047391609149
51174,preservedSpecimen,urn:mrbif:ens:hnm:51174,Ipomoea asarifolia (Desr.) Roem. & Schult.,Convolvulaceae,Kaedi,MR,HNM01014,"E.N.F.V.A. ,  Zone des cultures",25,10,1972,16.1465300637225,-13.5047391609149
51175,preservedSpecimen,urn:mrbif:ens:hnm:51175,Merremia aegyptia (L.) Urb.,Convolvulaceae,Rindiao,MR,HNM01015,Station IFAC,11,10,1972,16.1402858146709,-13.5799990026909
51176,preservedSpecimen,urn:mrbif:ens:hnm:51176,Evolvulus alsinoides (L.) L.,Convolvulaceae,Rindiao,MR,HNM01016,Station IFAC,7,10,1972,16.1402858146709,-13.5799990026909
51177,preservedSpecimen,urn:mrbif:ens:hnm:51177,Vicoa leptoclada (Webb) Dandy,Compositae,Rindiao,MR,HNM01017,Station IFAC,15,11,1972,16.1402858146709,-13.5799990026909
51178,preservedSpecimen,urn:mrbif:ens:hnm:51178,Indéterminé : indéterminée,Indéterminé,Rindiao,MR,HNM01018,Station IFAC,13,11,1972,16.1402858146709,-13.5799990026909
51179,preservedSpecimen,urn:mrbif:ens:hnm:51179,Pycreus polystachyos (Rottb.) P. Beauv.,Cyperaceae,Rindiao,MR,HNM01019,Station IFAC,15,11,1972,16.1402858146709,-13.5799990026909
51180,preservedSpecimen,urn:mrbif:ens:hnm:51180,Triumfetta pentandra A.Rich.,Tiliaceae,Rindiao,MR,HNM01020,Station IFAC,16,11,1972,16.1402858146709,-13.5799990026909
51181,preservedSpecimen,urn:mrbif:ens:hnm:51181,Trianthema pentandra L.,Aizoaceae,Kaedi,MR,HNM01021,"E.N.F.V.A. ,  Zone des cultures",23,10,1972,16.1465300637225,-13.5047391609149
51182,preservedSpecimen,urn:mrbif:ens:hnm:51182,Vahlia dichotoma (Murr.) O.Hoffm.,Saxifragaceae,Rindiao,MR,HNM01022,Berge du fleuve Sénégal,<null>,<null>,1972,16.1402858146709,-13.5799990026909
51183,preservedSpecimen,urn:mrbif:ens:hnm:51183,Bacopa decumbens F.N.Williams,Scrophulariaceae,Rindiao,MR,HNM01023,Périmétre irriguée FAO,30,10,1972,16.1402858146709,-13.5799990026909
